Player,Innings Bowled In,Balls Bowled,Runs Conceded,Wickets Taken,Best Bowling In An Innings,Bowling Avg,Economy Rate,Bowling Strike Rate,Four Wickets In An Innings,Five Wickets In An Innings,200+ Wickets Taken,<35.00 Bowling Avg,<4.00 Economy Rate,<40.00 Bowling Strike Rate
VRV Singh (2006-2006),2,72,105,0,-,-,8.75,-,0,0,0,0,0,0
RV Uthappa (2006-2015),1,2,0,0,-,-,0,-,0,0,0,0,0,0
DB Vengsarkar (1976-1991),1,6,4,0,-,-,4,-,0,0,0,0,0,0
S Amarnath (1978-1978),-,-,-,-,-,-,-,-,-,-,0,0,0,0
J Arun Lal (1982-1989),-,-,-,-,-,-,-,-,-,-,0,0,0,0
S Badrinath (2008-2011),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AC Bedade (1994-1994),-,-,-,-,-,-,-,-,-,-,0,0,0,0
VB Chandrasekhar (1988-1990),-,-,-,-,-,-,-,-,-,-,0,0,0,0
CPS Chauhan (1978-1981),-,-,-,-,-,-,-,-,-,-,0,0,0,0
V Dahiya (2000-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SS Das (2001-2002),-,-,-,-,-,-,-,-,-,-,0,0,0,0
D Dasgupta (2001-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
P Dharmani (1996-1996),-,-,-,-,-,-,-,-,-,-,0,0,0,0
S Dhawan (2010-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SS Dighe (2000-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
FM Engineer (1974-1975),-,-,-,-,-,-,-,-,-,-,0,0,0,0
FY Fazal (2016-2016),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DJ Gandhi (1999-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Gursharan Singh (1990-1990),-,-,-,-,-,-,-,-,-,-,0,0,0,0
W Jaffer (2006-2006),-,-,-,-,-,-,-,-,-,-,0,0,0,0
M Kaif (2002-2006),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AV Kale (2003-2003),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SS Karim (1997-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KD Karthik (2004-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SC Khanna (1979-1984),-,-,-,-,-,-,-,-,-,-,0,0,0,0
GK Khoda (1998-1998),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AR Khurasiya (1999-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SMH Kirmani (1976-1986),-,-,-,-,-,-,-,-,-,-,0,0,0,0
P Krishnamurthy (1976-1976),-,-,-,-,-,-,-,-,-,-,0,0,0,0
JJ Martin (1999-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
NR Mongia (1994-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KS More (1984-1993),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SS Naik (1974-1974),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KK Nair (2016-2016),-,-,-,-,-,-,-,-,-,-,0,0,0,0
NV Ojha (2010-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MK Pandey (2015-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
CS Pandit (1986-1992),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RR Pant (2018-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
JV Paranjpe (1998-1998),-,-,-,-,-,-,-,-,-,-,0,0,0,0
GAHM Parkar (1982-1984),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BP Patel (1974-1979),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PA Patel (2003-2012),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MSK Prasad (1998-1999),-,-,-,-,-,-,-,-,-,-,0,0,0,0
CA Pujara (2013-2014),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AM Rahane (2011-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KL Rahul (2016-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
V Rathour (1996-1997),-,-,-,-,-,-,-,-,-,-,0,0,0,0
A Ratra (2002-2002),-,-,-,-,-,-,-,-,-,-,0,0,0,0
B Reddy (1978-1981),-,-,-,-,-,-,-,-,-,-,0,0,0,0
WP Saha (2010-2014),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PH Sharma (1976-1976),-,-,-,-,-,-,-,-,-,-,0,0,0,0
S Somasunder (1996-1996),-,-,-,-,-,-,-,-,-,-,0,0,0,0
TE Srinivasan (1980-1981),-,-,-,-,-,-,-,-,-,-,0,0,0,0
R Sudhakar Rao (1976-1976),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SS Tiwary (2010-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Y Venugopal Rao (2005-2006),-,-,-,-,-,-,-,-,-,-,0,0,0,0
GR Viswanath (1974-1982),-,-,-,-,-,-,-,-,-,-,0,0,0,0
S Viswanath (1985-1988),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AL Wadekar (1974-1974),-,-,-,-,-,-,-,-,-,-,0,0,0,0
V Yadav (1992-1994),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Wasim Akram (1984-2003),351,18186,11812,502,May-15,23.52,3.89,36.2,17,6,1,1,1,1
Waqar Younis (1989-2003),258,12698,9919,416,Jul-36,23.84,4.68,30.5,14,13,1,1,0,1
Shahid Afridi (1996-2015),369,17599,13572,393,07-Dec,34.53,4.62,44.7,4,9,1,1,0,0
Saqlain Mushtaq (1995-2003),165,8770,6275,288,May-20,21.78,4.29,30.4,11,6,1,1,0,1
Abdul Razzaq (1996-2011),250,10851,8452,268,Jun-35,31.53,4.67,40.4,8,3,1,1,0,0
Shoaib Akhtar (1998-2011),157,7509,5953,241,Jun-16,24.7,4.75,31.1,6,4,1,1,0,1
Saeed Ajmal (2008-2015),112,6000,4182,184,May-24,22.72,4.18,32.6,6,2,0,1,0,1
Aaqib Javed (1988-1998),159,8012,5721,182,Jul-37,31.43,4.28,44,2,4,0,1,0,0
Imran Khan (1974-1992),153,7461,4844,182,Jun-14,26.61,3.89,40.9,3,1,0,1,1,0
Umar Gul (2003-2016),128,6064,5253,179,Jun-42,29.34,5.19,33.8,4,2,0,1,0,1
Mushtaq Ahmed (1989-2003),142,7543,5361,161,May-36,33.29,4.26,46.8,3,1,0,1,0,0
Shoaib Malik (1999-2018),211,7868,6102,156,Apr-19,39.11,4.65,50.4,1,0,0,0,0,0
Mohammad Hafeez (2003-2018),165,7409,5073,137,Apr-41,37.02,4.1,54,1,0,0,0,0,0
Abdul Qadir (1983-1993),100,5100,3454,132,May-44,26.16,4.06,38.6,4,2,0,1,0,1
Azhar Mahmood (1996-2007),139,6242,4813,123,Jun-18,39.13,4.62,50.7,2,3,0,0,0,0
Mohammad Sami (2001-2015),85,4284,3567,121,05-Oct,29.47,4.99,35.4,3,1,0,1,0,1
Mudassar Nazar (1977-1989),104,4855,3432,111,May-28,30.91,4.24,43.7,1,1,0,1,0,0
Naved-ul-Hasan (2003-2010),72,3466,3221,110,Jun-27,29.28,5.57,31.5,6,1,0,1,0,1
Junaid Khan (2011-2018),71,3325,2896,104,04-Dec,27.84,5.22,31.9,4,0,0,1,0,1
Wahab Riaz (2008-2017),78,3695,3503,102,May-46,34.34,5.68,36.2,4,1,0,1,0,1
Saleem Malik (1982-1999),120,3505,2959,89,May-35,33.24,5.06,39.3,1,1,0,1,0,1
Aamer Sohail (1990-2000),125,4836,3703,85,Apr-22,43.56,4.59,56.8,1,0,0,0,0,0
Mohammad Irfan (2010-2016),60,3109,2549,83,Apr-30,30.71,4.91,37.4,2,0,0,1,0,1
Iftikhar Anjum (2004-2010),60,2960,2430,77,May-30,31.55,4.92,38.4,2,1,0,1,0,1
Hasan Ali (2016-2018),40,1981,1756,75,May-34,23.41,5.31,26.4,1,3,0,1,0,1
Sohail Tanvir (2007-2014),60,2949,2566,71,May-48,36.14,5.22,41.5,3,1,0,0,0,0
Sarfraz Nawaz (1973-1984),45,2412,1463,63,Apr-27,23.22,3.63,38.2,4,0,0,1,1,1
Mohammad Amir (2009-2018),46,2287,1810,58,Apr-28,31.2,4.74,39.4,1,0,0,1,0,1
Arshad Khan (1993-2006),56,2823,1948,56,Apr-33,34.78,4.14,50.4,1,0,0,1,0,0
Tauseef Ahmed (1982-1990),67,3250,2247,55,Apr-38,40.85,4.14,59,1,0,0,0,0,0
Shadab Khan (2017-2018),28,1357,1051,42,Apr-28,25.02,4.64,32.3,3,0,0,1,0,1
Mohammad Asif (2005-2010),33,1762,1323,41,Mar-28,32.26,4.5,42.9,0,0,0,1,0,0
Saleem Jaffar (1986-1990),39,1900,1382,40,Mar-25,34.55,4.36,47.5,0,0,0,1,0,0
Akram Raza (1989-1995),48,2601,1611,38,Mar-18,42.39,3.71,68.4,0,0,0,0,1,0
Tahir Naqqash (1980-1985),37,1596,1240,34,Mar-23,36.47,4.66,46.9,0,0,0,0,0,0
Shabbir Ahmed (1999-2005),32,1642,1192,33,Mar-32,36.12,4.35,49.7,0,0,0,0,0,0
Sikander Bakht (1977-1989),27,1277,860,33,Apr-34,26.06,4.04,38.6,1,0,0,1,0,1
Abdur Rehman (2006-2014),31,1624,1142,30,Apr-48,38.06,4.21,54.1,1,0,0,0,0,0
Imad Wasim (2015-2018),32,1341,1007,29,May-14,34.72,4.5,46.2,0,1,0,1,0,0
Manzoor Elahi (1984-1995),49,1743,1262,29,Mar-22,43.51,4.34,60.1,0,0,0,0,0,0
Ata-ur-Rehman (1992-1996),30,1492,1186,27,Mar-27,43.92,4.76,55.2,0,0,0,0,0,0
Aizaz Cheema (2011-2012),14,658,593,23,Apr-43,25.78,5.4,28.6,2,0,0,0,0,0
Mohsin Kamal (1984-1989),19,881,760,21,Apr-47,36.19,5.17,41.9,1,0,0,0,0,0
Wasim Raja (1973-1985),29,1036,687,21,Apr-25,32.71,3.97,49.3,1,0,0,1,1,0
Rashid Khan (1980-1985),28,1414,923,20,Mar-47,46.15,3.91,70.7,0,0,0,0,1,0
Shoaib Mohammad (1984-1993),35,919,725,20,Mar-20,36.25,4.73,45.9,0,0,0,0,0,0
Mohammad Akram (1995-2000),21,989,790,19,Feb-28,41.57,4.79,52,0,0,0,0,0,0
Shahid Nazir (1996-2000),17,810,649,19,Mar-14,34.15,4.8,42.6,0,0,0,0,0,0
Sohail Khan (2008-2016),13,666,597,19,May-55,31.42,5.37,35,0,1,0,0,0,0
Yasir Shah (2011-2018),18,951,807,19,Jun-26,42.47,5.09,50,1,1,0,0,0,0
Anwar Ali (2013-2016),22,927,944,18,Mar-66,52.44,6.11,51.5,0,0,0,0,0,0
Faheem Ashraf (2017-2018),16,573,409,18,May-22,22.72,4.28,31.8,0,1,0,0,0,0
Rahat Ali (2012-2016),14,679,658,18,Mar-40,36.55,5.81,37.7,0,0,0,0,0,0
Usman Shinwari (2017-2018),9,354,275,18,May-34,15.27,4.66,19.6,1,1,0,0,0,0
Asif Iqbal (1973-1979),10,592,378,16,Apr-56,23.62,3.83,37,1,0,0,0,0,0
Mohammad Nawaz (3) (2016-2018),14,675,583,16,Apr-42,36.43,5.18,42.1,1,0,0,0,0,0
Zakir Khan (1984-1990),16,646,494,16,Apr-19,30.87,4.58,40.3,1,0,0,0,0,0
Azeem Hafeez (1983-1985),14,719,586,15,Apr-22,39.06,4.89,47.9,1,0,0,0,0,0
Danish Kaneria (2001-2007),18,854,683,15,Mar-31,45.53,4.79,56.9,0,0,0,0,0,0
Jalal-ud-Din (1982-1983),7,306,211,14,Apr-32,15.07,4.13,21.8,1,0,0,0,0,0
Rumman Raees (2017-2018),9,463,464,14,Mar-49,33.14,6.01,33,0,0,0,0,0,0
Ijaz Faqih (1980-1988),25,1116,819,13,Apr-43,63,4.4,85.8,1,0,0,0,0,0
Majid Khan (1973-1982),15,658,374,13,Mar-27,28.76,3.41,50.6,0,0,0,0,0,0
Mohammad Hussain (1997-1998),13,672,547,13,Apr-33,42.07,4.88,51.6,1,0,0,0,0,0
Shaheen Shah Afridi (2018-2018),6,281,229,13,Apr-38,17.61,4.88,21.6,2,0,0,0,0,0
Iqbal Qasim (1977-1988),14,664,500,12,Mar-13,41.66,4.51,55.3,0,0,0,0,0,0
Kabir Khan (1994-2000),9,371,303,12,Feb-23,25.25,4.9,30.9,0,0,0,0,0,0
Aamer Nazir (1993-1995),9,417,346,11,Mar-43,31.45,4.97,37.9,0,0,0,0,0,0
Haris Sohail (2013-2018),15,528,503,10,Mar-45,50.3,5.71,52.8,0,0,0,0,0,0
Mohammad Zahid (1996-2002),11,512,391,10,Feb-20,39.1,4.58,51.2,0,0,0,0,0,0
Abdur Rauf (2008-2008),4,214,212,8,Mar-24,26.5,5.94,26.7,0,0,0,0,0,0
Hasan Jamil (1977-1978),5,232,154,8,Mar-18,19.25,3.98,29,0,0,0,0,0,0
Naved Anjum (1984-1992),12,472,344,8,Feb-27,43,4.37,59,0,0,0,0,0,0
Asif Mujtaba (1986-1996),28,756,658,7,Feb-38,94,5.22,108,0,0,0,0,0,0
Javed Miandad (1975-1996),12,436,297,7,Feb-22,42.42,4.08,62.2,0,0,0,0,0,0
Shahid Mahboob (1982-1984),10,540,382,7,Jan-23,54.57,4.24,77.1,0,0,0,0,0,0
Zaheer Abbas (1974-1985),12,280,223,7,Feb-26,31.85,4.77,40,0,0,0,0,0,0
Bilawal Bhatti (2013-2015),10,409,439,6,Mar-37,73.16,6.44,68.1,0,0,0,0,0,0
Imran Farhat (2001-2013),8,116,110,6,03-Oct,18.33,5.68,19.3,0,0,0,0,0,0
Saeed Anwar (1989-2003),13,242,191,6,02-Sep,31.83,4.73,40.3,0,0,0,0,0,0
Asif Masood (1973-1976),7,402,234,5,02-Sep,46.8,3.49,80.4,0,0,0,0,0,0
Bilal Asif (2015-2015),3,132,96,5,May-25,19.2,4.36,26.4,0,1,0,0,0,0
Fawad Alam (2007-2015),13,398,377,5,01-Aug,75.4,5.68,79.6,0,0,0,0,0,0
Ijaz Ahmed (1986-2000),28,637,476,5,Feb-31,95.2,4.48,127.4,0,0,0,0,0,0
Manzoor Akhtar (1997-1998),6,199,184,5,Apr-50,36.8,5.54,39.8,1,0,0,0,0,0
Mohammad Khalil (2005-2005),3,144,144,5,Feb-55,28.8,6,28.8,0,0,0,0,0,0
Nadeem Ghauri (1990-1990),6,342,230,5,Feb-51,46,4.03,68.4,0,0,0,0,0,0
Naseer Malik (1975-1975),3,180,98,5,Feb-37,19.6,3.26,36,0,0,0,0,0,0
Saleem Altaf (1973-1978),6,285,151,5,02-Jul,30.2,3.17,57,0,0,0,0,0,0
Aamer Hanif (1993-1995),4,130,122,4,Mar-36,30.5,5.63,32.5,0,0,0,0,0,0
Azhar Ali (2011-2018),14,258,260,4,Feb-26,65,6.04,64.5,0,0,0,0,0,0
Ehsan Adil (2013-2015),6,225,223,4,Jan-31,55.75,5.94,56.2,0,0,0,0,0,0
Intikhab Alam (1973-1976),4,158,118,4,Feb-36,29.5,4.48,39.5,0,0,0,0,0,0
Mohammad Talha (2014-2014),3,122,146,4,Feb-22,36.5,7.18,30.5,0,0,0,0,0,0
Yasir Arafat (2000-2009),10,414,373,4,Jan-28,93.25,5.4,103.5,0,0,0,0,0,0
Zulfiqar Babar (2014-2015),5,294,246,4,Feb-52,61.5,5.02,73.5,0,0,0,0,0,0
Aamer Malik (1988-1994),5,120,86,3,Feb-35,28.66,4.3,40,0,0,0,0,0,0
Haafiz Shahid (1988-1988),3,127,112,3,Feb-56,37.33,5.29,42.3,0,0,0,0,0,0
Inzamam-ul-Haq (1991-2007),6,58,64,3,1/0,21.33,6.62,19.3,0,0,0,0,0,0
Iqbal Sikander (1992-1992),4,210,147,3,Jan-30,49,4.2,70,0,0,0,0,0,0
Junaid Zia (2003-2003),4,145,127,3,Mar-21,42.33,5.25,48.3,0,0,0,0,0,0
Kamran Hussain (2008-2008),2,102,67,3,Feb-32,22.33,3.94,34,0,0,0,0,0,0
Mohammad Nazir (1980-1984),4,222,156,3,Feb-37,52,4.21,74,0,0,0,0,0,0
Pervez Mir (1975-1977),3,122,77,3,Jan-17,25.66,3.78,40.6,0,0,0,0,0,0
Shahid Saeed (1989-1993),7,222,159,3,Feb-20,53,4.29,74,0,0,0,0,0,0
Wajahatullah Wasti (1999-2000),3,55,69,3,Mar-36,23,7.52,18.3,0,0,0,0,0,0
Younis Khan (2000-2015),20,284,288,3,01-Mar,96,6.08,94.6,0,0,0,0,0,0
Zafar Iqbal (1995-1995),7,198,137,3,Feb-37,45.66,4.15,66,0,0,0,0,0,0
Zahid Ahmed (1987-1987),2,96,61,3,Feb-24,20.33,3.81,32,0,0,0,0,0,0
Aamer Yamin (2015-2018),4,156,154,2,Jan-38,77,5.92,78,0,0,0,0,0,0
Ahmed Shehzad (2009-2017),9,115,140,2,Jan-22,70,7.3,57.5,0,0,0,0,0,0
Asad Ali (2013-2013),4,180,115,2,Jan-22,57.5,3.83,90,0,0,0,0,0,0
Hammad Azam (2011-2015),8,198,169,2,Jan-21,84.5,5.12,99,0,0,0,0,0,0
Irfan Bhatti (1993-1993),1,48,22,2,Feb-22,11,2.75,24,0,0,0,0,0,0
Liaqat Ali (1977-1978),3,188,111,2,Jan-41,55.5,3.54,94,0,0,0,0,0,0
Mansoor Akhtar (1980-1990),9,138,110,2,01-Jul,55,4.78,69,0,0,0,0,0,0
Saadat Ali (1984-1984),2,27,29,2,Feb-24,14.5,6.44,13.5,0,0,0,0,0,0
Sadiq Mohammad (1973-1980),2,38,26,2,Feb-20,13,4.1,19,0,0,0,0,0,0
Sajjad Akbar (1990-1990),1,60,45,2,Feb-45,22.5,4.5,30,0,0,0,0,0,0
Tanvir Ahmed (2011-2011),2,60,83,2,Jan-38,41.5,8.3,30,0,0,0,0,0,0
Zafar Gohar (2015-2015),1,60,54,2,Feb-54,27,5.4,30,0,0,0,0,0,0
Aamer Hameed (1977-1978),2,88,38,1,Jan-32,38,2.59,88,0,0,0,0,0,0
Basit Ali (1993-1996),2,30,21,1,Jan-17,21,4.2,30,0,0,0,0,0,0
Fakhar Zaman (2017-2018),5,99,80,1,Jan-19,80,4.84,99,0,0,0,0,0,0
Iftikhar Ahmed (2015-2015),2,60,49,1,Jan-31,49,4.9,60,0,0,0,0,0,0
Ijaz Ahmed jnr (1997-1997),2,30,25,1,01-Sep,25,5,30,0,0,0,0,0,0
Imran Nazir (1999-2009),4,49,48,1,01-Mar,48,5.87,49,0,0,0,0,0,0
Kashif Raza (2001-2001),1,30,36,1,Jan-36,36,7.2,30,0,0,0,0,0,0
Mansoor Amjad (2008-2008),1,48,44,1,Jan-44,44,5.5,48,0,0,0,0,0,0
Mohammad Yousuf (1998-2010),2,2,1,1,1/0,1,3,2,0,0,0,0,0,0
Mohsin Khan (1977-1986),2,12,5,1,01-Feb,5,2.5,12,0,0,0,0,0,0
Mujahid Jamshed (1997-1997),1,24,6,1,01-Jun,6,1.5,24,0,0,0,0,0,0
Raza Hasan (2014-2014),1,60,68,1,Jan-68,68,6.8,60,0,0,0,0,0,0
Shakeel Khan (1987-1987),1,54,50,1,Jan-50,50,5.55,54,0,0,0,0,0,0
Sohaib Maqsood (2013-2016),4,54,42,1,Jan-16,42,4.66,54,0,0,0,0,0,0
Tanvir Mehdi (1992-1992),1,66,72,1,Jan-72,72,6.54,66,0,0,0,0,0,0
Taufeeq Umar (2001-2011),3,72,85,1,Jan-49,85,7.08,72,0,0,0,0,0,0
Wasim Haider (1992-1992),3,114,79,1,Jan-36,79,4.15,114,0,0,0,0,0,0
Asad Shafiq (2010-2017),2,12,18,0,-,-,9,-,0,0,0,0,0,0
Ashfaq Ahmed (1994-1994),3,102,84,0,-,-,4.94,-,0,0,0,0,0,0
Bazid Khan (2004-2008),1,12,11,0,-,-,5.5,-,0,0,0,0,0,0
Faisal Iqbal (2000-2006),2,18,33,0,-,-,11,-,0,0,0,0,0,0
Fazl-e-Akbar (1998-2001),2,72,48,0,-,-,4,-,0,0,0,0,0,0
Irfan Fazil (2000-2000),1,36,46,0,-,-,7.66,-,0,0,0,0,0,0
Mansoor Rana (1990-1990),1,6,7,0,-,-,7,-,0,0,0,0,0,0
Maqsood Rana (1990-1990),1,12,11,0,-,-,5.5,-,0,0,0,0,0,0
Misbah-ul-Haq (2002-2015),1,24,30,0,-,-,7.5,-,0,0,0,0,0,0
Mushtaq Mohammad (1973-1978),2,42,23,0,-,-,3.28,-,0,0,0,0,0,0
Nadeem Khan (1993-1995),2,96,81,0,-,-,5.06,-,0,0,0,0,0,0
Naeem Ahmed (1978-1978),1,60,43,0,-,-,4.3,-,0,0,0,0,0,0
Naeem Ashraf (1995-1995),2,42,52,0,-,-,7.42,-,0,0,0,0,0,0
Najaf Shah (2007-2007),1,60,59,0,-,-,5.9,-,0,0,0,0,0,0
Naved Latif (2001-2003),3,48,51,0,-,-,6.37,-,0,0,0,0,0,0
Rameez Raja (1985-1997),1,6,10,0,-,-,10,-,0,0,0,0,0,0
Rizwan Ahmed (2008-2008),1,24,26,0,-,-,6.5,-,0,0,0,0,0,0
Saad Nasim (2015-2015),2,36,46,0,-,-,7.66,-,0,0,0,0,0,0
Saleem Elahi (1995-2004),1,6,10,0,-,-,10,-,0,0,0,0,0,0
Salman Butt (2004-2010),6,69,90,0,-,-,7.82,-,0,0,0,0,0,0
Samiullah Khan (2008-2008),2,120,115,0,-,-,5.75,-,0,0,0,0,0,0
Sarfraz Ahmed (2007-2018),1,12,15,0,-,-,7.5,-,0,0,0,0,0,0
Sohail Fazal (1989-1989),1,6,4,0,-,-,4,-,0,0,0,0,0,0
Umar Amin (2010-2018),3,42,24,0,-,-,3.42,-,0,0,0,0,0,0
Yasir Hameed (2003-2007),3,18,26,0,-,-,8.66,-,0,0,0,0,0,0
Adnan Akmal (2011-2012),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Akhtar Sarfraz (1997-1998),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Anil Dalpat (1984-1986),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Arshad Pervez (1978-1978),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Ashraf Ali (1980-1985),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Asif Ali (2018-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Asif Mahmood (1998-1998),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Atiq-uz-Zaman (2000-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Azam Khan (1996-1998),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Azmat Rana (1978-1978),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Babar Azam (2015-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Faisal Athar (2003-2003),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Ghulam Ali (1993-1995),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Haroon Rasheed (1977-1982),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Hasan Raza (1996-1999),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Humayun Farhat (2001-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Imam-ul-Haq (2017-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Imran Abbas (2000-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Javed Qadeer (1995-1995),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Kamran Akmal (2002-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Khalid Latif (2008-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Khurram Manzoor (2008-2009),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Mahmood Hamid (1995-1995),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Masood Iqbal (1984-1984),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Rizwan (2015-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Salman (2011-2011),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Mohammad Wasim (1996-2000),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Moin-ul-Atiq (1988-1989),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Moin Khan (1990-2004),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Nasim-ul-Ghani (1973-1973),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Nasir Jamshed (2008-2015),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Naumanullah (2008-2008),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Qasim Umar (1983-1987),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Rashid Latif (1992-2003),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Rizwan-uz-Zaman (1981-1987),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Saeed Azad (1995-1996),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Sajid Ali (1984-1997),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Saleem Pervez (1980-1980),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Saleem Yousuf (1982-1990),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Sami Aslam (2015-2016),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Shadab Kabir (1996-1996),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Shafiq Ahmed (1977-1978),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Shahid Anwar (1996-1996),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Shahzaib Hasan (2010-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Shakeel Ahmed jnr (1995-1995),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Sharjeel Khan (2013-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Taslim Arif (1980-1980),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Umar Akmal (2009-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Usman Salahuddin (2011-2011),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Wasim Bari (1973-1984),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Younis Ahmed (1987-1987),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Zahid Fazal (1990-1994),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Zahoor Elahi (1996-1997),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Zulqarnain (1985-1989),-,-,-,-,-,-,-,-,-,-,0,0,0,0
Zulqarnain Haider (2010-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
M Muralitharan (1993-2011),334,184326,12066,523,Jul-30,23.07,3.92,35.2,15,10,1,1,1,1
WPUJC Vaas (1994-2008),319,157206,10955,399,Aug-19,27.45,4.18,39.4,9,4,1,1,0,1
ST Jayasuriya (1989-2011),365,14748,11737,320,Jun-29,36.67,4.77,46,8,4,1,0,0,0
SL Malinga (2004-2019),207,102732,9145,318,Jun-38,28.75,5.34,32.3,10,8,1,1,0,1
KMDN Kulasekara (2003-2017),181,82626,6751,199,May-22,33.92,4.9,41.5,4,1,0,1,0,0
CRD Fernando (2001-2012),140,64458,5612,183,Jun-27,30.66,5.22,35.2,2,1,0,1,0,1
NLTC Perera (2009-2019),139,52524,5148,165,Jun-44,31.2,5.87,31.8,5,4,0,1,0,1
BAW Mendis (2008-2015),84,41532,3324,152,Jun-13,21.86,4.8,27.3,7,3,0,1,0,1
UDU Chandana (1994-2007),136,61404,4818,151,May-61,31.9,4.7,40.6,4,1,0,1,0,0
HDPK Dharmasena (1994-2004),134,70086,4998,138,Apr-37,36.21,4.27,50.7,1,0,0,0,0,0
MF Maharoof (2004-2016),105,46392,3789,135,Jun-14,28.06,4.89,34.3,4,2,0,1,0,1
